주차장관리번호,주차장명,주차장구분,주차장유형,소재지도로명주소,소재지지번주소,주차구획수,급지구분,부제시행구분,운영요일,평일운영시작시각,평일운영종료시각,토요일운영시작시각,토요일운영종료시각,공휴일운영시작시각,공휴일운영종료시각,요금정보,주차기본시간,주차기본요금,추가단위시간,추가단위요금,1일주차권요금적용시간,1일주차권요금,월정기권요금,결제방법,특기사항,관리기관명,전화번호,위도,경도,데이터기준일자,제공기관코드,제공기관명,
388-2-000018,남부동 공영주차장,공영,노외,,경상남도 양산시 남부동 278 (남부동 마을회관),10,기타,미시행,평일+토요일+공휴일,00:00,24:00,00:00,24:00,00:00,24:00,무료,0,0,0,0,0,0,0,,,경상남도 양산시청,055-392-2882,35.341205,129.038838,2018-07-24,5380000,경상남도 양산시,
388-2-000019,신동중1 공영주차장,공영,노외,,경상남도 양산시 물금읍 범어리 671-4,22,기타,미시행,평일+토요일+공휴일,00:00,24:00,00:00,24:00,00:00,24:00,무료,0,0,0,0,0,0,0,,,경상남도 양산시청,055-392-2882,35.332817,129.000937,2018-07-24,5380000,경상남도 양산시,
388-2-000020,북부동 제4공영주차장,공영,노외,,경상남도 양산시 북부동 448-43 (구.중앙지구대),12,기타,미시행,평일+토요일+공휴일,00:00,24:00,00:00,24:00,00:00,24:00,무료,0,0,0,0,0,0,0,,,경상남도 양산시청,055-392-2882,35.344247,129.037461,2018-07-24,5380000,경상남도 양산시,
388-2-000021,북정동 공영주차장,공영,노외,,경상남도 양산시 북정동 586 (삼성중학교 앞),25,기타,미시행,평일+토요일+공휴일,00:00,24:00,00:00,24:00,00:00,24:00,무료,0,0,0,0,0,0,0,,,경상남도 양산시청,055-392-2882,35.359969,129.047833,2018-07-24,5380000,경상남도 양산시,
388-2-000022,물금서부마을 공영주차장,공영,노외,,경상남도 양산시 물금읍 물금리 774-5,13,기타,미시행,평일+토요일+공휴일,00:00,24:00,00:00,24:00,00:00,24:00,무료,0,0,0,0,0,0,0,,,경상남도 양산시청,055-392-2882,35.306710,128.984056,2018-07-24,5380000,경상남도 양산시,
388-2-000023,물금서남마을 공영주차장,공영,노외,,경상남도 양산시 물금읍 범어리 1017,11,기타,미시행,평일+토요일+공휴일,00:00,24:00,00:00,24:00,00:00,24:00,무료,0,0,0,0,0,0,0,,,경상남도 양산시청,055-392-2882,35.327841,129.000317,2018-07-24,5380000,경상남도 양산시,
388-2-000024,중부동 제1공영주차장,공영,노외,,경상남도 양산시 중부동 605-6 (청년회의소 앞),36,기타,미시행,평일+토요일+공휴일,00:00,24:00,00:00,24:00,00:00,24:00,무료,0,0,0,0,0,0,0,,,경상남도 양산시청,055-392-2882,35.339818,129.035406,2018-07-24,5380000,경상남도 양산시,
388-2-000025,중부동 제2공영주차장,공영,노외,,경상남도 양산시 중부동 412-1 (구.교육청 앞),22,기타,미시행,평일+토요일+공휴일,00:00,24:00,00:00,24:00,00:00,24:00,무료,0,0,0,0,0,0,0,,,경상남도 양산시청,055-392-2882,35.331297,129.020347,2018-07-24,5380000,경상남도 양산시,
388-2-000026,중부동 제3공영주차장,공영,노외,,경상남도 양산시 중부동 600-7 (삼창아파트 앞),23,기타,미시행,평일+토요일+공휴일,00:00,24:00,00:00,24:00,00:00,24:00,무료,0,0,0,0,0,0,0,,,경상남도 양산시청,055-392-2882,35.341336,129.035558,2018-07-24,5380000,경상남도 양산시,
388-2-000027,상북석계 제1공영주차장,공영,노외,,경상남도 양산시 상북면 석계리 239-8 (석계 동우스포렉스 옆),16,기타,미시행,평일+토요일+공휴일,00:00,24:00,00:00,24:00,00:00,24:00,무료,0,0,0,0,0,0,0,,,경상남도 양산시청,055-392-2882,35.414580,129.058315,2018-07-24,5380000,경상남도 양산시,
388-2-000028,상북석계 제2공영주차장,공영,노외,,경상남도 양산시 상북면 석계리 232 (새진흥아파트 앞),9,기타,미시행,평일+토요일+공휴일,00:00,24:00,00:00,24:00,00:00,24:00,무료,0,0,0,0,0,0,0,,,경상남도 양산시청,055-392-2882,35.142730,129.057273,2018-07-24,5380000,경상남도 양산시,
388-2-000029,덕계종합상설시장 주차장,공영,노외,,경상남도 양산시 덕계동 758-6 일원,55,기타,미시행,평일+토요일+공휴일,00:00,24:00,00:00,24:00,00:00,24:00,무료,0,0,0,0,0,0,0,,,경상남도 양산시청,055-392-6262,35.369792,129.146547,2018-07-24,5380000,경상남도 양산시,
388-2-000030,서창시장 주차장,공영,노외,,경상남도 양산시 삼호동 642-2 일원,50,기타,미시행,평일+토요일+공휴일,00:00,24:00,00:00,24:00,00:00,24:00,무료,0,0,0,0,0,0,0,,,경상남도 양산시청,055-392-6262,35.416371,129.171054,2018-07-24,5380000,경상남도 양산시,
388-2-000031,덕계동 공영주차장,공영,노외,,경상남도 양산시 덕계동 741,32,기타,미시행,평일+토요일+공휴일,00:00,24:00,00:00,24:00,00:00,24:00,무료,0,0,0,0,0,0,0,,,경상남도 양산시청,055-392-6262,35.372136,129.149848,2018-07-24,5380000,경상남도 양산시,
388-2-000032,삼호동 제1공영주차장,공영,노외,,경상남도 양산시 삼호동 471,62,기타,미시행,평일+토요일+공휴일,00:00,24:00,00:00,24:00,00:00,24:00,무료,0,0,0,0,0,0,0,,,경상남도 양산시청,055-392-6262,35.416869,129.174726,2018-07-24,5380000,경상남도 양산시,
388-2-000033,삼호동 제2공영주차장,공영,노외,,경상남도 양산시 삼호동 569-3,34,기타,미시행,평일+토요일+공휴일,00:00,24:00,00:00,24:00,00:00,24:00,무료,0,0,0,0,0,0,0,,,경상남도 양산시청,055-392-6262,35.414806,129.171908,2018-07-24,5380000,경상남도 양산시,
388-2-000034,양산시립박물관주차장,공영,노외,경상남도 양산시 북정동 678,경상남도 양산시 북정로 78,78,기타,미시행,평일+토요일+공휴일,00:00,24:00,00:00,24:00,00:00,24:00,무료,0,0,0,0,0,0,0,,,양산시립박물관,055-392-3315,35.358431,129.049035,2018-07-24,5380000,경상남도 양산시,
222-2-000019,화도 제1공영,공영,노외,경기도 남양주시 화도읍 마석우리 334-11,경기도 남양주시 화도읍 마석우리 334-11번지 일원(마석 5일장),111,1,요일제,평일+토요일,10:00,19:00,10:00,19:00,00:00,00:00,유료,30,600,10,300,4,7000,70000,"현금,  신용카드","경차 60프로, 장애인 차량 50프로 할인 남양주시 주차장조례 별표 1(주차장 감면 사항 참고) 이하 동일 적용",남양주도시공사 주차관리팀,031-560-1212,37.653164,127.302994,2018-08-29,3990000,경기도 남양주시,
222-2-000020,화도 제2공영,공영,노외,경기도 남양주시 화도읍 마석우리 339-12,경기도 남양주시 화도읍 마석우리 339-12번지 일원(화도센터 건너편),76,1,요일제,평일+토요일,10:00,19:00,10:00,19:00,00:00,00:00,유료,30,600,10,300,4,7000,70000,"현금,  신용카드","경차 60프로, 장애인 차량 50프로 할인 남양주시 주차장조례 별표 1(주차장 감면 사항 참고) 이하 동일 적용",화도 제2주차장,,37.653308,127.302089,2018-08-29,3990000,경기도 남양주시,
222-2-000021,사능 제1공영,공영,노외,경기도 남양주시 진건읍 사능리 693-3,경기도 남양주시 진건읍 사능리 693-3번지 일원(사능역사 옆),92,1,요일제,평일+토요일,07:00,17:00,00:00,00:00,00:00,00:00,유료,30,600,10,300,4,7000,70000,"현금,  신용카드","경차 60프로, 장애인 차량 50프로 할인 남양주시 주차장조례 별표 1(주차장 감면 사항 참고) 이하 동일 적용",남양주도시공사 주차관리팀,031-560-1212,37.650300,127.179100,2018-08-29,3990000,경기도 남양주시,
222-2-000022,양정 제1공영,공영,노외,경기도 남양주시 이패동 464-2,경기도 남양주시 이패동 464-2(양정역 전철하부),35,1,미시행,평일+토요일+공휴일,00:00,00:00,00:00,00:00,00:00,00:00,무료,0,0,0,0,0,0,0,무료,없음,남양주도시공사 주차관리팀,031-560-1212,37.606340,127.192403,2018-08-29,3990000,경기도 남양주시,
222-2-000023,화도 제3공영,공영,노외,경기도 남양주시 화도읍 마석우리 222-2,경기도 남양주시 화도읍 마석우리 222-2(구마석지구대 뒤),29,1,요일제,평일+토요일,10:00,19:00,10:00,19:00,00:00,00:00,유료,30,600,10,300,4,7000,70000,"현금,  신용카드","경차 60프로, 장애인 차량 50프로 할인 남양주시 주차장조례 별표 1(주차장 감면 사항 참고) 이하 동일 적용",남양주도시공사 주차관리팀,031-560-1212,37.652939,127.307948,2018-08-29,3990000,경기도 남양주시,
222-2-000024,와부 제4공영,공영,노외,경기도 남양주시 와부읍 팔당리 199-4,경기도 남양주시 와부읍 팔당리 199-4,34,1,요일제,평일+토요일+공휴일,09:00,18:00,09:00,18:00,00:00,00:00,유료,30,600,10,300,4,7000,70000,현금,"경차 60프로, 장애인 차량 50프로 할인 남양주시 주차장조례 별표 1(주차장 감면 사항 참고) 이하 동일 적용, 월요일 미운영",예봉블루파킹,,37.545081,127.245964,2018-08-29,3990000,경기도 남양주시,
222-2-000025,퇴계원 제3공영,공영,노외,경기도 남양주시 퇴계원면 경춘북로 527-1,"경기도 남양주시 퇴계원면,리 218-8번지(구 풍양출장소 뒤)",128,1,요일제,평일+토요일,10:00,19:00,10:00,19:00,00:00,00:00,유료,30,600,10,300,4,7000,70000,"현금,  신용카드","경차 60프로, 장애인 차량 50프로 할인 남양주시 주차장조례 별표 1(주차장 감면 사항 참고) 이하 동일 적용",남양주도시공사 주차관리팀,031-560-1212,37.647608,127.142385,2018-08-29,3990000,경기도 남양주시,
222-2-000026,화도 제6공영,공영,노외,경기도 남양주시 화도읍 마석중앙로 79,경기도 남양주시 화도읍 마석우리 291-2(구.읍사무소 뒤),37,1,요일제,평일+토요일,10:00,19:00,10:00,19:00,00:00,00:00,유료,30,600,10,300,4,7000,70000,"현금,  신용카드","경차 60프로, 장애인 차량 50프로 할인 남양주시 주차장조례 별표 1(주차장 감면 사항 참고) 이하 동일 적용",남양주도시공사 주차관리팀,031-560-1212,37.652361,127.308548,2018-08-29,3990000,경기도 남양주시,
222-2-000027,와부 제3공영,공영,노외,경기도 남양주시 와부읍 덕소로 237,경기도 남양주시 와부읍 도곡리 1037-9(도심역사),93,1,요일제,평일+토요일,10:00,19:00,10:00,19:00,00:00,00:00,유료,30,600,10,300,4,7000,70000,"현금,  신용카드","경차 60프로, 장애인 차량 50프로 할인 남양주시 주차장조례 별표 1(주차장 감면 사항 참고) 이하 동일 적용",남양주도시공사 주차관리팀,031-560-1212,37.579632,127.222657,2018-08-29,3990000,경기도 남양주시,
222-2-000028,도농 제1공영,공영,노외,경기도 남양주시 미금로56번길 3,경기도 남양주시 도농동 338-43(농협 왕숙천지점 뒤),27,1,미시행,평일+토요일+공휴일,00:00,00:00,00:00,00:00,00:00,00:00,무료,0,0,0,0,0,0,0,무료,없음,남양주도시공사 주차관리팀,031-560-1212,37.610078,127.152384,2018-08-29,3990000,경기도 남양주시,
222-2-000029,진건 제2공영,공영,노외,경기도 남양주시 진건읍 진건오남로 38,"경기도 남양주시 진건읍 사능리 618-3번지 일원(진건중 건너편, 물놀이장 앞)",40,1,미시행,평일+토요일+공휴일,00:00,00:00,00:00,00:00,00:00,00:00,무료,0,0,0,0,0,0,0,무료,없음,남양주도시공사 주차관리팀,031-560-1212,37.654480,127.179504,2018-08-29,3990000,경기도 남양주시,
222-2-000030,금곡 제1공영,공영,노외,경기도 남양주시 경춘로 883-36,경기도 남양주시 금곡동 754-15번지 일원(복지회관 뒤),24,1,미시행,평일+토요일+공휴일,00:00,00:00,00:00,00:00,00:00,00:00,무료,0,0,0,0,0,0,0,무료,없음,남양주도시공사 주차관리팀,031-560-1212,37.632989,127.198372,2018-08-29,3990000,경기도 남양주시,
222-2-000031,사능 제2공영,공영,노외,경기도 남양주시 진건읍 사능리 590-2,경기도 남양주시 진건읍 사능리 590-2번지 일원(구 사능역),118,1,요일제,평일+토요일,07:00,17:00,00:00,00:00,00:00,00:00,유료,30,600,10,300,4,7000,70000,"현금,  신용카드","경차 60프로, 장애인 차량 50프로 할인 남양주시 주차장조례 별표 1(주차장 감면 사항 참고) 이하 동일 적용",남양주도시공사 주차관리팀,031-560-1212,37.652500,127.175500,2018-08-29,3990000,경기도 남양주시,
222-2-000032,별내동 제1공영,공영,노외,경기도 남양주시 별내동 935,경기도 남양주시 별내동 935(별내동 파출소 뒤),54,1,미시행,평일+토요일+공휴일,00:00,00:00,00:00,00:00,00:00,00:00,무료,0,0,0,0,0,0,0,무료,없음,남양주도시공사 주차관리팀,031-560-1212,37.655800,127.125800,2018-08-29,3990000,경기도 남양주시,
222-2-000033,화도 제7공영,공영,노외,경기도 남양주시 화도읍 창현리 734,경기도 남양주시 화도읍 창현리 734번지(원병원 건너편),44,1,미시행,평일+토요일+공휴일,00:00,00:00,00:00,00:00,00:00,00:00,무료,0,0,0,0,0,0,0,무료,없음,남양주도시공사 주차관리팀,031-560-1212,37.651000,127.303900,2018-08-29,3990000,경기도 남양주시,
222-2-000034,천마산 공영,공영,노외,경기도 남양주시 화도읍 묵현리 353,경기도 남양주시 화도읍 묵현리 353번지(천마산역 후문),82,1,미시행,평일+토요일+공휴일,00:00,00:00,00:00,00:00,00:00,00:00,무료,0,0,0,0,0,0,0,무료,없음,남양주도시공사 주차관리팀,031-560-1212,37.658470,127.283448,2018-08-29,3990000,경기도 남양주시,
222-1-000002,금곡 노상제2,공영,노상,경기도 남양주시 사릉로34번길 48,경기도 남양주시 금곡동 158-95(삼정빌딩 앞),12,1,미시행,평일+토요일+공휴일,00:00,00:00,00:00,00:00,00:00,00:00,무료,0,0,0,0,0,0,0,무료,없음,남양주도시공사 주차관리팀,031-560-1212,37.635974,127.213838,2018-08-29,3990000,경기도 남양주시,
222-1-000003,금곡 노상제3,공영,노상,경기도 남양주시 금곡로19번길 14,경기도 남양주시 금곡동 428-8(개인택시조합사무실),43,1,미시행,평일+토요일+공휴일,00:00,00:00,00:00,00:00,00:00,00:00,무료,0,0,0,0,0,0,0,무료,없음,남양주도시공사 주차관리팀,031-560-1212,37.634969,127.205810,2018-08-29,3990000,경기도 남양주시,
222-1-000004,와부 노상제1,공영,노상,경기도 남양주시 덕소로97번길 12,경기도 남양주시 와부읍 덕소리 111-2,28,1,미시행,평일+토요일,09:00,18:00,09:00,18:00,00:00,00:00,유료,30,600,10,300,4,7000,70000,현금,"경차 60프로, 장애인 차량 50프로 할인 남양주시 주차장조례 별표 1(주차장 감면 사항 참고) 이하 동일 적용, 4월~10월 20시까지 운영",(사)한국교통장애인협회 남양주시지회,031-595-1115,37.584992,127.214150,2018-08-29,3990000,경기도 남양주시,
222-1-000005,와부 노상제2,공영,노상,"경기도 남양주시 와부읍 덕소리 600-36, 600-39","경기도 남양주시 와부읍 덕소리 600-36,600-39(강변삼익아파트 정문 앞)",39,1,미시행,평일+토요일+공휴일,00:00,00:00,00:00,00:00,00:00,00:00,무료,0,0,0,0,0,0,0,무료,없음,남양주도시공사 주차관리팀,031-560-1212,37.586325,127.206563,2018-08-29,3990000,경기도 남양주시,
222-1-000006,진접 노상제1,공영,노상,경기도 남양주시 진접읍 봉현로 19,경기도 남양주시 진접읍 장현리 677-4(장현주공아파트 뒤),54,1,미시행,평일+토요일+공휴일,00:00,00:00,00:00,00:00,00:00,00:00,무료,0,0,0,0,0,0,0,무료,없음,남양주도시공사 주차관리팀,031-560-1212,37.715511,127.180409,2018-08-29,3990000,경기도 남양주시,
222-1-000007,호평 노상제1,공영,노상,경기도 남양주시 늘을2로 26,경기도 남양주시 호평동 643(호평싸이더스 뒤),36,1,요일제,평일+토요일,09:00,18:00,09:00,18:00,00:00,00:00,유료,30,600,10,300,4,7000,70000,"현금,  신용카드","경차 60프로, 장애인 차량 50프로 할인 남양주시 주차장조례 별표 1(주차장 감면 사항 참고) 이하 동일 적용",남양주도시공사 주차관리팀,031-560-1212,37.655089,127.244110,2018-08-29,3990000,경기도 남양주시,
222-1-000008,화도 노상제3,공영,노상,경기도 남양주시 화도읍 비룡로 58,경기도 남양주시 화도읍 마석우리 391(마석택지지구),38,1,요일제,평일+토요일,09:00,18:00,09:00,18:00,00:00,00:00,유료,30,600,10,300,4,7000,70000,"현금,  신용카드","경차 60프로, 장애인 차량 50프로 할인 남양주시 주차장조례 별표 1(주차장 감면 사항 참고) 이하 동일 적용",남양주도시공사 주차관리팀,031-560-1212,37.657232,127.301986,2018-08-29,3990000,경기도 남양주시,
222-1-000009,퇴계원 노상제2,공영,노상,경기도 남양주시 퇴계원면 도제원로 61,"경기도 남양주시 퇴계원면,리 221-2(강남아파트 옆)",36,1,미시행,평일+토요일+공휴일,00:00,00:00,00:00,00:00,00:00,00:00,무료,0,0,0,0,0,0,0,무료,없음,남양주도시공사 주차관리팀,031-560-1212,37.649681,127.144746,2018-08-29,3990000,경기도 남양주시,
222-1-000010,진접 노상제3,공영,노상,경기도 남양주시 진접읍 장현천로 19,경기도 남양주시 진접읍 장현리 288-1(장현 농협건너편),43,1,미시행,평일+토요일+공휴일,00:00,00:00,00:00,00:00,00:00,00:00,무료,0,0,0,0,0,0,0,무료,없음,남양주도시공사 주차관리팀,031-560-1212,37.718345,127.184036,2018-08-29,3990000,경기도 남양주시,
222-1-000011,금곡 노상제6,공영,노상,경기도 남양주시 홍유릉로248번길 21,경기도 남양주시 금곡동 651-5(다남프라자 앞),15,1,미시행,평일+토요일+공휴일,00:00,00:00,00:00,00:00,00:00,00:00,무료,0,0,0,0,0,0,0,무료,없음,남양주도시공사 주차관리팀,031-560-1212,37.626848,127.202085,2018-08-29,3990000,경기도 남양주시,
