번호,사업장명,소재지전체주소,도로명전체주소,개업일자,영업상태명,폐업일자,휴업시작일자,휴업종료일자,재개업일자,소재지면적,소재지우편번호,급수시설구분명,남성종사자수,년도,다중이용업소여부,등급구분명,시설총규모,여성종사자수,영업장주변구분명,위생업종명,위생업태명,총종업원수,전화번호,위치정보(X),위치정보(Y),상세영업상태명
96,뉴욕크로넛 롯데백화점 명동점,서울특별시 중구 소공동 1번지 ,"서울특별시 중구 남대문로 81, 지하1층 (소공동)",20130828,운영중,,,,,6.60,100070,,,2013,N,,6.6,,,휴게음식점,백화점,,02 3088577,198385.90413900000  ,451688.49847700000  ,영업
97,도제,서울특별시 서초구 반포동 19-3번지 ,"서울특별시 서초구 신반포로 176, 지하1층 (반포동, 신세계백화점 강남점)",20150518,운영중,,,,,40.13,137713,,,2015,N,,33.53,,,휴게음식점,백화점,,,200390.17138000000  ,445018.63002100000  ,영업
98,움트,서울특별시 중구 충무로1가 54번지 신세계백화점 신관 지하1층 ,"서울특별시 중구 퇴계로 77 (충무로1가, 신세계백화점 신관 지하1층)",20150519,운영중,,,,,6.66,100011,,,2015,N,,6.66,,,휴게음식점,백화점,,02  425 6855,198301.51145200000  ,451203.49008500000  ,영업
99,(주)해가원,서울특별시 중구 소공동 1번지 롯데백화점 지하1층 ,"서울특별시 중구 남대문로 81 (소공동, 롯데백화점 지하1층)",20151001,운영중,,,,,3.00,100070,,,2015,N,,3,,,휴게음식점,백화점,,02  22816340,198385.90413900000  ,451688.49847700000  ,영업
100,빨간코끼리푸드,서울특별시 서초구 반포동 19-3번지 지하1층 ,"서울특별시 서초구 신반포로 176, 지하1층 (반포동)",20150713,운영중,,,,,18.00,137713,,,2015,N,,18,,,휴게음식점,백화점,,02 555 2446,200390.17138000000  ,445018.63002100000  ,영업
101,(주)환공어묵베이커리,서울특별시 구로구 신도림동 692번지 ,"서울특별시 구로구 경인로 662, 지하2층 (신도림동, 현대백화점 디큐브시티점)",20150914,운영중,,,,,28.40,152888,상수도전용,,2015,N,,28.4,,,휴게음식점,백화점,,,190210.51179400000  ,445488.90097600000  ,영업
102,에피스틱,서울특별시 서초구 반포동 19-3번지 신세계백화점강남점 지하1층 ,"서울특별시 서초구 신반포로 176, 지하1층 (반포동, 신세계백화점강남점)",20160621,운영중,,,,,3.10,137713,,,2016,Y,,3.1,,,휴게음식점,백화점,,,200390.17138000000  ,445018.63002100000  ,영업
103,빌리엔젤,서울특별시 강남구 삼성동 159번지 ,"서울특별시 강남구 영동대로 513, 1층 B003호 (삼성동, 코엑스몰)",20160608,운영중,,,,,106.98,135090,,,2016,N,,106.98,,,휴게음식점,백화점,,025126257,205230.34201100000  ,445818.07172100000  ,영업
104,그린파이브(디큐브시티점),서울특별시 구로구 신도림동 692번지 ,"서울특별시 구로구 경인로 662, 지하2층 (신도림동, 현대백화점 디큐브시티)",20160905,운영중,,,,,17.52,152888,상수도전용,,2016,N,,17.52,,,휴게음식점,백화점,,02 4000303,190210.51179400000  ,445488.90097600000  ,영업
105,엘리스파이,서울특별시 구로구 신도림동 692번지 ,"서울특별시 구로구 경인로 662 (신도림동, 디큐브시티 지하2층)",20160905,운영중,,,,,10.00,152888,상수도전용,,2016,N,,10,,,휴게음식점,백화점,,,190210.51179400000  ,445488.90097600000  ,영업
106,스타족발,서울특별시 중구 충무로1가 52-5번지 지하1층 ,"서울특별시 중구 소공로 63 (충무로1가, 지하1층)",20161101,운영중,,,,,6.60,100011,,,2016,N,,6.6,,,휴게음식점,백화점,,,198319.45712900000  ,451265.54198300000  ,영업
107,(주)아메리칸 트레일러 뉴코아 강남점,서울특별시 서초구 잠원동 70-2번지 뉴코아아울렛 강남점 1관 지하1층 ,"서울특별시 서초구 잠원로 51, 지하1층 (잠원동, 뉴코아아울렛 강남점)",20161104,운영중,,,,,16.85,137908,,,2016,Y,,16.85,,,휴게음식점,백화점,,,200657.70407200000  ,445529.60189500000  ,영업
108,예가담가,서울특별시 강남구 도곡동 467-7번지 ,"서울특별시 강남구 언주로30길 21 (도곡동, 아카데미스위트 롯데프리미엄푸드마켓 내)",20161110,운영중,,,,,9.90,135856,,,2016,N,,9.9,,,휴게음식점,백화점,,,204513              ,442932              ,영업
109,셰프리,서울특별시 영등포구 영등포동4가 434-5번지 신세계백화점 식품관 지하1층 ,"서울특별시 영등포구 영중로 9, 지하1층 (영등포동4가, 신세계백화점 식품관 )",20161109,운영중,,,,,15.00,150985,,,2016,Y,,15,,,휴게음식점,백화점,,,191651.66159400000  ,446416.17392600000  ,영업
110,버클리쿠키,서울특별시 양천구 목동 916번지 현대백화점 지하1층 ,"서울특별시 양천구 목동동로 257, 지하1층 (목동, 현대백화점)",20170328,운영중,,,,,6.60,158050,,,2017,N,,6.6,,,휴게음식점,백화점,,,189005.13921600000  ,447530.11434800000  ,영업
111,농촌사랑 주식회사 이마트양재점,서울특별시 서초구 양재동 215번지 이마트 양재점 지하1층 ,"서울특별시 서초구 매헌로 16, 지하1층 (양재동, 이마트 양재점)",20170424,운영중,,,,,6.60,137893,,,2017,N,,6.6,,,휴게음식점,백화점,,,203269.78891100000  ,440451.69220800000  ,영업
112,LADUREE(라뒤레),서울특별시 서초구 반포동 19-3번지 신세계백화점 강남점신관 3층 ,"서울특별시 서초구 신반포로 176, 3층 (반포동, 신세계백화점 강남점신관)",20121129,운영중,,,,,107.40,137713,,,2012,N,,107.4,,,휴게음식점,백화점,,69791153,200390.17138000000  ,445018.63002100000  ,영업
113,크리에잇쿠키,서울특별시 서초구 반포동 19-3번지 B1층 ,"서울특별시 서초구 신반포로 176, B1층 (반포동, 신세계백화점)",20170224,운영중,,,,,3.00,137713,,,,,,,,,,,,02 7928890,200390.17138000000  ,445018.63002100000  ,영업
114,(주)프랭크서울에스피시,"서울특별시 서초구 반포동 19-3번지 신세계백화점 강남점 식품층 Dele 코너, 지하1층 ","서울특별시 서초구 신반포로 176, 지하1층 (반포동, 신세계백화점 강남점 식품층 Dele 코너)",20170228,운영중,,,,,13.50,137713,,,2017,Y,,13.5,,,휴게음식점,백화점,,,200390.17138000000  ,445018.63002100000  ,영업
115,이마트 성수점,서울특별시 성동구 성수동2가 333-16번지 ,"서울특별시 성동구 뚝섬로 379, 1층 (성수동2가, 이마트 성수점)",20170407,운영중,,,,,17.31,133827,,,2017,N,,17.31,,,휴게음식점,백화점,,000234081054,204727.75434400000  ,448937.10326300000  ,영업
116,Z롤앤오니기리,서울특별시 강남구 압구정동 494번지 ,"서울특별시 강남구 압구정로 343, 지하1층 (압구정동, 갤러리아백화점)",20170315,운영중,,,,,13.20,135906,,,2017,N,,13.2,,,휴게음식점,백화점,,,203540.83196500000  ,447666.62184300000  ,영업
117,쿠로후네,서울특별시 강남구 삼성동 159-7번지 ,"서울특별시 강남구 테헤란로 517, 지하1층 (삼성동, 현대백화점무역센터점)",20170413,운영중,,,,,10.00,135090,,,2017,N,,10,,,휴게음식점,백화점,,02 5126435,205284.14694200000  ,445461.97226000000  ,영업
118,한만두,서울특별시 서초구 반포동 19-3번지 신세계백화점 강남점 지하1층 ,"서울특별시 서초구 신반포로 176, 지하1층 (반포동, 신세계백화점 강남점 )",20170421,운영중,,,,,13.00,137713,,,2017,N,,13,,,휴게음식점,백화점,,,200390.17138000000  ,445018.63002100000  ,영업
119,(주)마리에뜨,서울특별시 강동구 천호동 455-8번지 현대백화점지하1층 ,"서울특별시 강동구 천호대로 1005 (천호동,현대백화점지하1층)",20060818,운영중,,,,,27.72,134779,,0,2006,N,,27.72,0,,휴게음식점,백화점,0,,210997.25792200000  ,448824.42207300000  ,영업
120,배스킨라빈스명일점,서울특별시 강동구 명일동 46-4번지 4층 ,"서울특별시 강동구 고덕로 276 (명일동,4층)",20040227,운영중,,,,,26.40,134825,,0,2004,N,,26.4,0,,휴게음식점,백화점,0,,213779.24636100000  ,450587.26012000000  ,영업
121,원양어선,서울특별시 강동구 명일동 312-99번지 지에스수퍼 ,"서울특별시 강동구 양재대로 1630 (명일동,지에스수퍼)",20090402,운영중,,,,,9.90,134830,,,2009,N,,9.9,,,휴게음식점,백화점,,02  426 3708,212794.68095300000  ,450181.27543800000  ,영업
122,루시카토,서울특별시 강동구 천호동 455-8번지 ,"서울특별시 강동구 천호대로 1005, 지하2층 (천호동, 현대백화점 천호점)",20100802,운영중,,,,,10.00,134874,,,2010,N,,3.3,,,휴게음식점,백화점,,,210997.25792200000  ,448824.42207300000  ,영업
123,화미가,"서울특별시 강동구 천호동 455-8번지 현대백화점, 지하2층 ","서울특별시 강동구 천호대로 1005, 지하2층 (천호동, 현대백화점)",20140808,운영중,,,,,8.25,134779,,,2014,N,,8.25,,,휴게음식점,백화점,,,210997.25792200000  ,448824.42207300000  ,영업
124,황제케밥,서울특별시 강동구 천호동 455-8번지 ,"서울특별시 강동구 천호대로 1005, 지하2층 (천호동)",20141111,운영중,,,,,13.20,134874,상수도전용,,2014,N,,13.2,,,휴게음식점,백화점,,,210997.25792200000  ,448824.42207300000  ,영업
125,케르반 반포점,서울특별시 서초구 반포동 19-3번지 지하 1층 ,"서울특별시 서초구 신반포로 176, 지하 1층 (반포동, 신세계백화점 강남점)",20170323,운영중,,,,,21.50,137713,,,2017,Y,,21.5,,,휴게음식점,백화점,,34632356,200390.17138000000  ,445018.63002100000  ,영업
126,아메리칸트레일러 디큐브시티점,서울특별시 구로구 신도림동 692번지 현대백화점디큐브시티점 지하2층 ,"서울특별시 구로구 경인로 662, 지하2층 (신도림동, 현대백화점디큐브시티점)",20170424,운영중,,,,,20.00,152706,상수도전용,,2017,N,,20,,,휴게음식점,백화점,,031 925 9503,190210.51179400000  ,445488.90097600000  ,영업
127,공기,서울특별시 중구 소공동 1번지 롯데백화점 지하1층 ,"서울특별시 중구 남대문로 81 (소공동, 롯데백화점 지하1층)",20170328,운영중,,,,,27.80,100070,,,2017,N,,27.8,,,휴게음식점,백화점,,02  792 8826,198385.90413900000  ,451688.49847700000  ,영업
128,(주)두리물산,서울특별시 마포구 노고산동 49-31번지 ,"서울특별시 마포구 신촌로 66 (노고산동, 1층일부)",20170523,운영중,,,,,10.00,121807,,,2017,N,,10,,,휴게음식점,백화점,,,194090.25238200000  ,450728.90421500000  ,영업
129,원더쿠키,서울특별시 강남구 압구정동 429번지 현대백화점본점 ,"서울특별시 강남구 압구정로 165, 현대백화점본점 지하1층 (압구정동)",20180808,운영중,,,,,3.30,135724,,,2018,N,,3.3,,,휴게음식점,백화점,,,202425.36340700000  ,447541.58378500000  ,영업
130,원더쿠키,서울특별시 양천구 목동 916번지 현대하이페리온 ,"서울특별시 양천구 목동동로 257, 지하2층 (목동, 현대하이페리온)",20180810,운영중,,,,,10.00,158724,상수도전용,,2018,N,,10,,,휴게음식점,백화점,,,189005.13921600000  ,447530.11434800000  ,영업
131,면채반 롯데미아점,서울특별시 강북구 미아동 70-6번지 ,서울특별시 강북구 도봉로 62 (미아동),20130703,운영중,,,,,12.25,142804,상수도전용,,2013,N,,12.25,,,휴게음식점,백화점,,,202694.43712200000  ,457223.01394900000  ,영업
132,쉐프밀(chef meal),서울특별시 강북구 미아동 70-6번지 ,"서울특별시 강북구 도봉로 62 (미아동, 롯데백화점 지하2층)",20111128,운영중,,,,,22.00,142804,,,2011,N,,22,,,휴게음식점,백화점,,,202694.43712200000  ,457223.01394900000  ,영업
133,이지웨이,서울특별시 중구 소공동 1번지 롯데백화점 지하1층 ,"서울특별시 중구 남대문로 81 (소공동, 롯데백화점 지하1층)",20150827,운영중,,,,,9.90,100070,,,2015,N,,9.9,,,휴게음식점,백화점,,070 86660666,198385.90413900000  ,451688.49847700000  ,영업
134,인디아게이트,서울특별시 서초구 반포동 19-3번지 지하1층 신세계백화점 강남점 ,"서울특별시 서초구 신반포로 176, 지하1층 (반포동, 신세계백화점 강남점)",20150827,운영중,,,,,28.80,137713,,,2015,N,,28.8,,,휴게음식점,백화점,,,200390.17138000000  ,445018.63002100000  ,영업
135,지피자,서울특별시 서대문구 창천동 30-33번지 지하1층 ,"서울특별시 서대문구 신촌로 83 (창천동, 지하1층)",20150902,운영중,,,,,9.90,120834,,,2015,N,,9.9,,,휴게음식점,백화점,,,194331.32127800000  ,450730.57764800000  ,영업
136,라메종뒤쇼콜라,서울특별시 서초구 반포동 19-3번지 신세계백화점 강남점 지하 1층 ,"서울특별시 서초구 신반포로 176, 지하 1층 (반포동, 신세계백화점 강남점)",20150918,운영중,,,,,6.70,137713,,,2015,N,,6.7,,,휴게음식점,백화점,,070 43223531,200390.17138000000  ,445018.63002100000  ,영업
137,젠케밥 오리엔탈하우스,서울특별시 강북구 미아동 70-6번지 지하2층 ,"서울특별시 강북구 도봉로 62, 지하2층 (미아동, 롯데백화점 미아점)",20160125,운영중,,,,,24.00,142804,,,2016,N,,0,,,휴게음식점,백화점,,,202694.43712200000  ,457223.01394900000  ,영업
138,아를르코리아,서울특별시 영등포구 영등포동4가 434-5번지 신세계백화점 영등포점 지하1층 ,"서울특별시 영등포구 영중로 9, 지하1층 (영등포동4가, 신세계백화점 영등포점 )",20160519,운영중,,,,,21.00,150985,,,2016,N,,21,,,휴게음식점,백화점,,,191651.66159400000  ,446416.17392600000  ,영업
139,청담동소스돈가스,서울특별시 영등포구 영등포동 618-496번지 롯데백화점 지하1층 ,"서울특별시 영등포구 경인로 846, 지하1층 (영등포동, 롯데백화점 )",20160428,운영중,,,,,46.20,150899,,,2016,N,,46.2,,,휴게음식점,백화점,,,191837.03355300000  ,446247.06902400000  ,영업
140,오픈더키친,서울특별시 서대문구 창천동 30-33번지 현대백화점신촌점 지하1층 ,"서울특별시 서대문구 신촌로 83, 지하1층 (창천동, 현대백화점신촌점)",20160804,운영중,,,,,10.00,120706,,,2016,N,,10,,,휴게음식점,백화점,,,194331.32127800000  ,450730.57764800000  ,영업
141,카페 에이치(현대백화점 무역센타점),서울특별시 강남구 삼성동 159-7번지 ,"서울특별시 강남구 테헤란로 517, 7층 (삼성동, 현대백화점)",20160725,운영중,,,,,11.55,135090,,,2016,N,,11.55,,,휴게음식점,백화점,,02  302 3322,205284.14694200000  ,445461.97226000000  ,영업
142,카페에이치(현대백화점 천호점),서울특별시 강동구 천호동 455-8번지 ,"서울특별시 강동구 천호대로 1005, 6층 (천호동, 현대백화점)",20160725,운영중,,,,,17.82,134874,,,2016,N,,17.82,,,휴게음식점,백화점,,,210997.25792200000  ,448824.42207300000  ,영업
143,슈엣,서울특별시 서대문구 창천동 30-33번지 현대백화점신촌점 지하1층 ,"서울특별시 서대문구 신촌로 83, 지하1층 (창천동, 현대백화점신촌점)",20160729,운영중,,,,,10.00,120706,,,2016,N,,10,,,휴게음식점,백화점,,,194331.32127800000  ,450730.57764800000  ,영업
144,주시브로스,서울특별시 강남구 압구정동 429번지 ,"서울특별시 강남구 압구정로 165, 지하1층 (압구정동, 현대백화점 본점)",20161107,운영중,,,,,9.90,135900,,,2016,N,,9.9,,,휴게음식점,백화점,,,202425.36340700000  ,447541.58378500000  ,영업
145,도츠글로벌,서울특별시 강남구 청담동 4-1번지 ,"서울특별시 강남구 도산대로 442, 지하1층 (청담동, SSG슈퍼)",20161111,운영중,,,,,3.30,135948,,,2016,N,,3.3,,,휴게음식점,백화점,,,203900.03272800000  ,447092.28448000000  ,영업
146,(주)이기스,서울특별시 영등포구 영등포동 618-496번지 롯데백화점 영등포점 10층 ,"서울특별시 영등포구 경인로 846, 10층 (영등포동, 롯데백화점 영등포점)",20161108,운영중,,,,,15.00,150899,,,2016,N,,15,,,휴게음식점,백화점,,0226440502,191837.03355300000  ,446247.06902400000  ,영업
147,델리스타,서울특별시 강동구 천호동 455-8번지 ,"서울특별시 강동구 천호대로 1005, 지하2층 (천호동, 현대백화점)",20170313,운영중,,,,,3.30,134874,,,2017,N,,3.3,,,휴게음식점,백화점,,02  335 1064,210997.25792200000  ,448824.42207300000  ,영업
148,사이치킨 신세계백화점 강남점,서울특별시 서초구 반포동 19-3번지 신세계백화점 강남점 지하1층 ,"서울특별시 서초구 신반포로 176, 지하1층 (반포동, 신세계백화점 강남점 )",20170313,운영중,,,,,13.50,137713,,,2017,Y,,13.5,,,휴게음식점,백화점,,,200390.17138000000  ,445018.63002100000  ,영업
